Transcript	Length
CNAG_05379T0	1434
CNAG_05380T0	4257
CNAG_05381T0	2506
CNAG_05383T0	2197
CNAG_05383T1	2197
CNAG_05383T2	2197
CNAG_05384T0	2057
CNAG_05385T0	3601
CNAG_05386T0	2293
CNAG_05386T1	2293
CNAG_05387T0	3157
CNAG_05388T0	2602
CNAG_05389T0	2742
CNAG_05390T0	1469
CNAG_05391T0	2649
CNAG_05392T0	3081
CNAG_05393T0	2791
CNAG_05394T0	3422
CNAG_05395T0	3942
CNAG_05396T0	1205
CNAG_05397T0	2210
CNAG_05397T1	1778
CNAG_05398T0	1533
CNAG_05399T0	981
CNAG_05399T1	981
CNAG_05400T0	3607
CNAG_05401T0	2671
CNAG_05402T0	1478
CNAG_05403T0	1667
CNAG_05403T1	1667
CNAG_05404T0	6552
CNAG_05404T1	6552
CNAG_05404T2	6552
CNAG_05405T0	1133
CNAG_05406T0	1655
CNAG_05406T1	1655
CNAG_05407T0	2580
CNAG_05408T0	2647
CNAG_05409T0	2316
CNAG_05410T0	2126
CNAG_05411T0	2270
CNAG_05412T0	1909
CNAG_05413T0	3268
CNAG_05413T1	3268
CNAG_05414T0	1962
CNAG_05415T0	2688
CNAG_05416T0	2081
CNAG_05419T0	2866
CNAG_05420T0	3626
CNAG_05421T0	2291
CNAG_05422T0	3297
CNAG_05423T0	1404
CNAG_05424T0	1685
CNAG_05425T0	2386
CNAG_05426T0	1429
CNAG_05427T0	883
CNAG_05428T0	3719
CNAG_05428T1	3057
CNAG_05429T0	1832
CNAG_05430T0	2953
CNAG_05431T0	3396
CNAG_05432T0	2441
CNAG_05434T0	846
CNAG_05435T0	2014
CNAG_05436T0	1673
CNAG_05437T0	1001
CNAG_05438T0	1525
CNAG_05439T0	2641
CNAG_05440T0	1756
CNAG_05441T0	2252
CNAG_05442T0	1614
CNAG_05443T0	2355
CNAG_05444T0	2009
CNAG_05445T0	3164
CNAG_05446T0	3106
CNAG_05447T0	2069
CNAG_05448T0	862
CNAG_05449T0	1945
CNAG_05450T0	2486
CNAG_05450T1	2486
CNAG_05451T0	3641
CNAG_05452T0	3434
CNAG_05453T0	970
CNAG_05453T1	970
CNAG_05454T0	1610
CNAG_05455T0	2045
CNAG_05456T0	1716
CNAG_05457T0	4944
CNAG_05458T0	1932
CNAG_05459T0	2890
CNAG_05460T0	1571
CNAG_05461T0	2465
CNAG_05462T0	1669
CNAG_05463T0	2370
CNAG_05464T0	823
CNAG_05465T0	1584
CNAG_05466T0	2565
CNAG_05467T0	884
CNAG_05468T0	2064
CNAG_05469T0	2848
CNAG_05470T0	5547
CNAG_05471T0	5460
CNAG_05472T0	3093
CNAG_05472T1	3093
CNAG_05472T2	3093
CNAG_05473T0	1194
CNAG_05475T0	1117
CNAG_05476T0	828
CNAG_05477T0	2608
CNAG_05478T0	1473
CNAG_05479T0	4471
CNAG_05479T1	4471
CNAG_05480T0	3148
CNAG_05480T1	3148
CNAG_05482T0	1515
CNAG_05483T0	939
CNAG_05484T0	2775
CNAG_05485T0	1716
CNAG_05486T0	4061
CNAG_05487T0	2087
CNAG_05496T0	2655
CNAG_05497T0	2526
CNAG_05498T0	2301
CNAG_05499T0	1476
CNAG_05500T0	1734
CNAG_05500T1	1734
CNAG_05501T0	2038
CNAG_05501T1	2038
CNAG_05502T0	2758
CNAG_05503T0	2241
CNAG_05504T0	1254
CNAG_05505T0	1798
CNAG_05507T0	680
CNAG_05508T0	3059
CNAG_05509T0	1088
CNAG_05510T0	1147
CNAG_05510T1	1147
CNAG_05511T0	3954
CNAG_05512T0	2439
CNAG_05513T0	1596
CNAG_05514T0	1697
CNAG_05515T0	3473
CNAG_05516T0	2535
CNAG_05516T1	2535
CNAG_05517T0	3137
CNAG_05518T0	4943
CNAG_05519T0	3385
CNAG_05520T0	3365
CNAG_05521T0	1755
CNAG_05522T0	1689
CNAG_05523T0	4283
CNAG_05524T0	2293
CNAG_05525T0	892
CNAG_05526T0	1351
CNAG_05527T0	7396
CNAG_05528T0	3459
CNAG_05529T0	3174
CNAG_05529T1	3174
CNAG_05530T0	1405
CNAG_05531T0	4535
CNAG_05532T0	1753
CNAG_05533T0	2323
CNAG_05534T0	1966
CNAG_05535T0	4296
CNAG_05536T0	1352
CNAG_05537T0	1763
CNAG_05538T0	3609
CNAG_05539T0	5244
CNAG_05540T0	3894
CNAG_05541T0	1833
CNAG_05542T0	1086
CNAG_05543T0	1654
CNAG_05543T1	1654
CNAG_05544T0	921
CNAG_05545T0	1036
CNAG_05546T0	2602
CNAG_05547T0	1767
CNAG_05548T0	1614
CNAG_05549T0	3923
CNAG_05550T0	2185
CNAG_05551T0	3525
CNAG_05552T0	4635
CNAG_05553T0	1597
CNAG_05554T0	932
CNAG_05555T0	1497
CNAG_05556T0	1130
CNAG_05557T0	2164
CNAG_05558T0	5467
CNAG_05559T0	3547
CNAG_05562T0	2705
CNAG_05563T0	1928
CNAG_05564T0	1764
CNAG_05565T0	3057
CNAG_05566T0	1179
CNAG_05567T0	1753
CNAG_05568T0	1482
CNAG_05569T0	943
CNAG_05570T0	1266
CNAG_05571T0	8610
CNAG_05572T0	1516
CNAG_05572T1	1516
CNAG_05573T0	977
CNAG_05574T0	2089
CNAG_05575T0	1327
CNAG_05576T0	877
CNAG_05577T0	3257
CNAG_05578T0	715
CNAG_05579T0	3499
CNAG_05580T0	1257
CNAG_05581T0	5691
CNAG_05582T0	1369
CNAG_05583T0	1883
CNAG_05584T0	1421
CNAG_05585T0	2255
CNAG_05585T1	2255
CNAG_05586T0	2855
CNAG_05586T1	2855
CNAG_05587T0	1647
CNAG_05588T0	5512
CNAG_05590T0	6296
CNAG_05591T0	2511
CNAG_05591T1	2511
CNAG_05592T0	3642
CNAG_05595T0	1918
CNAG_05596T0	1244
CNAG_05597T0	995
CNAG_05598T0	2579
CNAG_05599T0	3238
CNAG_05600T0	3550
CNAG_05601T0	3243
CNAG_05602T0	2167
CNAG_05603T0	2052
CNAG_05604T0	974
CNAG_05605T0	3053
CNAG_05606T0	2891
CNAG_05607T0	3063
CNAG_05608T0	1628
CNAG_05609T0	3993
CNAG_05610T0	1010
CNAG_05611T0	2256
CNAG_05612T0	2114
CNAG_05613T0	6575
CNAG_05614T0	1392
CNAG_05615T0	2010
CNAG_05616T0	4306
CNAG_05617T0	3652
CNAG_05617T1	3652
CNAG_05618T0	2911
CNAG_05619T0	1724
CNAG_05620T0	2946
CNAG_05621T0	1905
CNAG_05622T0	4977
CNAG_05623T0	1632
CNAG_05624T0	1466
CNAG_05626T0	1281
CNAG_05627T0	2642
CNAG_05628T0	3207
CNAG_05629T0	3271
CNAG_05630T0	1761
CNAG_05631T0	2083
CNAG_05632T0	1242
CNAG_05633T0	719
CNAG_05634T0	3490
CNAG_05635T0	882
CNAG_05636T0	2921
CNAG_05637T0	1448
CNAG_05638T0	1559
CNAG_05639T0	4559
CNAG_05640T0	3085
CNAG_05641T0	1088
CNAG_05641T1	1088
CNAG_05642T0	4252
CNAG_05643T0	1534
CNAG_05644T0	2279
CNAG_05645T0	2717
CNAG_05646T0	4615
CNAG_05647T0	1134
CNAG_05648T0	2003
CNAG_05649T0	1500
CNAG_05650T0	4917
CNAG_05650T1	4917
CNAG_05651T0	921
CNAG_05652T0	2293
CNAG_05653T0	2447
CNAG_05654T0	1462
CNAG_05655T0	876
CNAG_05656T0	2764
CNAG_05657T0	1676
CNAG_05658T0	1951
CNAG_05659T0	909
CNAG_05660T0	2213
CNAG_05661T0	2635
CNAG_05662T0	2531
CNAG_05663T0	4722
CNAG_05664T0	2572
CNAG_05665T0	3341
CNAG_05666T0	1736
CNAG_05667T0	2908
CNAG_05668T0	1220
CNAG_05670T0	718
CNAG_05671T0	2177
CNAG_05672T0	1148
CNAG_05673T0	3547
CNAG_05673T1	3547
CNAG_05674T0	2953
CNAG_05675T0	2090
CNAG_05676T0	2440
CNAG_05676T1	2440
CNAG_05677T0	3663
CNAG_05678T0	1897
CNAG_05679T0	1292
CNAG_05682T0	975
CNAG_05683T0	1028
CNAG_05684T0	2760
CNAG_05685T0	2741
CNAG_05686T0	830
CNAG_05687T0	3621
CNAG_05688T0	1196
CNAG_05689T0	1057
CNAG_05690T0	2503
CNAG_05691T0	1263
CNAG_05692T0	2398
CNAG_05693T0	1741
CNAG_05694T0	2167
CNAG_05695T0	5521
CNAG_05696T0	2106
CNAG_05697T0	2526
CNAG_05698T0	1709
CNAG_05699T0	3531
CNAG_05700T0	1596
CNAG_05701T0	1100
CNAG_05702T0	1466
CNAG_05703T0	5615
CNAG_05704T0	1731
CNAG_05705T0	3713
CNAG_05706T0	2357
CNAG_05707T0	1839
CNAG_05708T0	2982
CNAG_05711T0	999
CNAG_05712T0	880
CNAG_05713T0	4834
CNAG_05714T0	2035
CNAG_05715T0	1241
CNAG_05716T0	1401
CNAG_05717T0	2043
CNAG_05718T0	2529
CNAG_05719T0	2183
CNAG_05720T0	1211
CNAG_05721T0	3868
CNAG_05722T0	3974
CNAG_05723T0	4008
CNAG_05724T0	2924
CNAG_05725T0	1798
CNAG_05726T0	1582
CNAG_05727T0	1063
CNAG_05728T0	873
CNAG_05729T0	825
CNAG_05730T0	1497
CNAG_05731T0	2521
CNAG_05732T0	949
CNAG_05733T0	2358
CNAG_05734T0	4498
CNAG_05734T1	4498
CNAG_05735T0	1327
CNAG_05735T1	1327
CNAG_05736T0	1510
CNAG_05737T0	3236
CNAG_05738T0	1678
CNAG_05739T0	1553
CNAG_05740T0	2117
CNAG_05740T1	2117
CNAG_05741T0	1666
CNAG_05741T1	1666
CNAG_05742T0	2512
CNAG_05743T0	1272
CNAG_05744T0	1275
CNAG_05745T0	3845
CNAG_05746T0	3042
CNAG_05746T1	3042
CNAG_05747T0	3309
CNAG_05747T1	3309
CNAG_05747T2	3309
CNAG_05748T0	4511
CNAG_05748T1	4511
CNAG_05749T0	2559
CNAG_05750T0	2452
CNAG_05751T0	1050
CNAG_05752T0	3038
CNAG_05753T0	3616
CNAG_05753T1	2585
CNAG_05755T0	1554
CNAG_05756T0	1299
CNAG_05757T0	1595
CNAG_05758T0	1140
CNAG_05759T0	7992
CNAG_05760T0	1431
CNAG_05761T0	2026
CNAG_05762T0	1032
CNAG_05763T0	1633
CNAG_05764T0	1386
CNAG_05765T0	1618
CNAG_05766T0	2666
CNAG_05767T0	4033
CNAG_05767T1	4033
CNAG_05768T0	2592
CNAG_05769T0	1413
CNAG_05770T0	1618
CNAG_05771T0	10008
CNAG_05771T1	10008
CNAG_05772T0	3044
CNAG_05773T0	3064
CNAG_05774T0	2042
CNAG_05774T1	2042
CNAG_05775T0	2599
CNAG_05776T0	1482
CNAG_05777T0	1064
CNAG_05778T0	3085
CNAG_05778T1	3085
CNAG_05781T0	1006
CNAG_05782T0	1846
CNAG_05783T0	2447
CNAG_05784T0	1799
CNAG_05784T1	1799
CNAG_05785T0	4467
CNAG_05786T0	2133
CNAG_05786T1	2133
CNAG_05787T0	3919
CNAG_05788T0	929
CNAG_05789T0	1437
CNAG_05790T0	3640
CNAG_05791T0	3949
CNAG_05792T0	1399
CNAG_05793T0	1478
CNAG_05794T0	1268
CNAG_05795T0	1433
CNAG_05797T0	4146
CNAG_05798T0	993
CNAG_05799T0	2545
CNAG_05800T0	1429
CNAG_05801T0	1092
CNAG_05802T0	1576
CNAG_05803T0	3465
CNAG_05804T0	5984
CNAG_05805T0	1323
CNAG_05806T0	972
CNAG_05807T0	1430
CNAG_05808T0	1411
CNAG_05809T0	1735
CNAG_05810T0	1614
CNAG_05811T0	1207
CNAG_05812T0	3587
CNAG_05812T1	3587
CNAG_05813T0	1969
CNAG_05814T0	1387
CNAG_05815T0	4606
CNAG_05816T0	1801
CNAG_05817T0	2148
CNAG_05818T0	6777
CNAG_05819T0	2014
CNAG_05820T0	1920
CNAG_05821T0	522
CNAG_05822T0	1684
CNAG_05823T0	1493
CNAG_05824T0	2014
CNAG_05825T0	3061
CNAG_05826T0	2691
CNAG_05827T0	2282
CNAG_05828T0	1902
CNAG_05829T0	4785
CNAG_05830T0	3934
CNAG_05830T1	3934
CNAG_05831T0	865
CNAG_05832T0	297
CNAG_05833T0	2422
CNAG_05834T0	4443
CNAG_05834T1	4443
CNAG_05835T0	2651
CNAG_05835T1	2651
CNAG_05836T0	2366
CNAG_05837T0	1093
CNAG_05838T0	4796
CNAG_05839T0	1533
CNAG_05839T1	1533
CNAG_05840T0	1848
CNAG_05841T0	2198
CNAG_05842T0	3114
CNAG_05843T0	2615
CNAG_05844T0	920
CNAG_05845T0	970
CNAG_05846T0	3809
CNAG_05847T0	1888
CNAG_05848T0	2587
CNAG_05851T0	3095
CNAG_05852T0	1794
CNAG_05853T0	1898
CNAG_05854T0	1566
CNAG_05855T0	3343
CNAG_05858T0	989
CNAG_05859T0	872
CNAG_05860T0	4772
CNAG_05860T1	2747
CNAG_05861T0	4319
CNAG_05861T1	4319
CNAG_05862T0	2914
CNAG_05862T1	2914
CNAG_05863T0	1500
CNAG_05864T0	2937
CNAG_05865T0	2389
CNAG_05866T0	3968
CNAG_05867T0	2234
CNAG_05868T0	2652
CNAG_05869T0	1880
CNAG_05870T0	1264
CNAG_05870T1	1264
CNAG_05871T0	1072
CNAG_05872T0	2546
CNAG_05873T0	2167
CNAG_05874T0	2500
CNAG_05875T0	1111
CNAG_05876T0	635
CNAG_05876T1	635
CNAG_05876T2	635
CNAG_05877T0	1497
CNAG_05878T0	1840
CNAG_05879T0	332
CNAG_05880T0	1628
CNAG_05881T0	2638
CNAG_05882T0	2833
CNAG_05882T1	2833
CNAG_05884T0	4410
CNAG_05885T0	2504
CNAG_05886T0	1205
CNAG_05887T0	1436
CNAG_05888T0	1425
CNAG_05889T0	2629
CNAG_05890T0	713
CNAG_05891T0	2401
CNAG_05892T0	1469
CNAG_05893T0	1668
CNAG_05894T0	15357
CNAG_05895T0	5591
CNAG_05896T0	2607
CNAG_05897T0	984
CNAG_05898T0	1200
CNAG_05899T0	1408
CNAG_05900T0	2601
CNAG_05901T0	1943
CNAG_05902T0	945
CNAG_05903T0	5193
CNAG_05904T0	1068
CNAG_05905T0	2940
CNAG_05906T0	1431
CNAG_05907T0	4707
CNAG_05908T0	3785
CNAG_05909T0	1498
CNAG_05910T0	4427
CNAG_05911T0	1721
CNAG_05912T0	4427
CNAG_05913T0	2585
CNAG_05914T0	2816
CNAG_05915T0	2848
CNAG_05916T0	1527
CNAG_05917T0	1830
CNAG_05918T0	2253
CNAG_05919T0	3563
CNAG_05920T0	1916
CNAG_05921T0	2667
CNAG_05924T0	2626
CNAG_05925T0	2403
CNAG_05926T0	1539
CNAG_05927T0	1667
CNAG_05928T0	2273
CNAG_05928T1	2273
CNAG_05929T0	4108
CNAG_05930T0	3957
CNAG_05931T0	4393
CNAG_05932T0	1798
CNAG_05933T0	3361
CNAG_05934T0	1774
CNAG_05935T0	1408
CNAG_05936T0	5501
CNAG_05937T0	1635
CNAG_05937T1	1635
CNAG_05938T0	2091
CNAG_05939T0	2384
CNAG_05939T1	2384
CNAG_05940T0	3491
CNAG_05941T0	1320
CNAG_05962T0	2802
CNAG_05962T1	2802
CNAG_05962T2	2802
CNAG_05963T0	3020
CNAG_05964T0	1639
CNAG_05965T0	2181
CNAG_05966T0	670
CNAG_05967T0	1374
CNAG_05968T0	1031
CNAG_05969T0	2237
CNAG_05970T0	4204
CNAG_05971T0	444
CNAG_05972T0	1661
CNAG_05973T0	2773
CNAG_05974T0	637
CNAG_05975T0	4488
CNAG_05976T0	2079
CNAG_05977T0	7828
CNAG_05978T0	2817
CNAG_05979T0	1635
CNAG_05980T0	2131
CNAG_05981T0	1396
CNAG_05981T1	1396
CNAG_05981T2	1396
CNAG_05982T0	2380
CNAG_05986T0	1789
CNAG_05987T0	1244
CNAG_05988T0	722
CNAG_05989T0	3131
CNAG_05990T0	2361
CNAG_05991T0	2233
CNAG_05991T1	2233
CNAG_05992T0	3140
CNAG_05993T0	2983
CNAG_05993T1	2983
CNAG_05994T0	3076
CNAG_05995T0	2847
CNAG_05996T0	3384
CNAG_05997T0	1094
CNAG_05998T0	2149
CNAG_05999T0	1332
CNAG_06000T0	2519
CNAG_06001T0	2253
CNAG_06002T0	2496
CNAG_06003T0	1556
CNAG_06004T0	1893
CNAG_06005T0	3191
CNAG_06006T0	1704
CNAG_06007T0	1149
CNAG_06008T0	1825
CNAG_06009T0	2718
CNAG_06010T0	2886
CNAG_06010T1	2886
CNAG_06011T0	2995
CNAG_06012T0	2395
CNAG_06013T0	2251
CNAG_06014T0	891
CNAG_06015T0	1352
CNAG_06016T0	3368
CNAG_06017T0	1539
CNAG_06018T0	3060
CNAG_06018T1	3060
CNAG_06019T0	5983
CNAG_06019T1	5983
CNAG_06020T0	2454
CNAG_06021T0	2681
CNAG_06022T0	2169
CNAG_06023T0	956
CNAG_06024T0	1790
CNAG_06026T0	2622
CNAG_06027T0	2346
CNAG_06028T0	1329
CNAG_06029T0	863
CNAG_06030T0	2128
CNAG_06031T0	3157
CNAG_06031T1	3157
CNAG_06032T0	1537
CNAG_06032T1	1537
CNAG_06033T0	2825
CNAG_06034T0	4075
CNAG_06035T0	2498
CNAG_06036T0	2993
CNAG_06048T0	1327
CNAG_06049T0	1259
CNAG_06050T0	2538
CNAG_06050T1	2538
CNAG_06051T0	2227
CNAG_06052T0	2150
CNAG_06055T0	2924
CNAG_06056T0	1428
CNAG_06058T0	3271
CNAG_06059T0	1853
CNAG_06060T0	4809
CNAG_06061T0	1773
CNAG_06062T0	1488
CNAG_06063T0	1605
CNAG_06064T0	1188
CNAG_06065T0	3415
CNAG_06065T1	3415
CNAG_06066T0	1205
CNAG_06067T0	1736
CNAG_06068T0	3455
CNAG_06071T0	1198
CNAG_06072T0	1545
CNAG_06073T0	2477
CNAG_06073T1	2477
CNAG_06074T0	1397
CNAG_06074T1	1397
CNAG_06075T0	1124
CNAG_06076T0	1923
CNAG_06077T0	3121
CNAG_06078T0	1812
CNAG_06079T0	1769
CNAG_06080T0	3148
CNAG_06081T0	3899
CNAG_06082T0	1283
CNAG_06085T0	3197
CNAG_06086T0	2221
CNAG_06087T0	4050
CNAG_06088T0	2166
CNAG_06088T1	2166
CNAG_06090T0	3346
CNAG_06092T0	5942
CNAG_06093T0	3706
CNAG_06094T0	1088
CNAG_06095T0	1157
CNAG_06096T0	1985
CNAG_06097T0	3624
CNAG_06098T0	1548
CNAG_06099T0	1432
CNAG_06100T0	3394
CNAG_06101T0	1974
CNAG_06102T0	1845
CNAG_06102T1	1845
CNAG_06102T2	1845
CNAG_06102T3	1845
CNAG_06103T0	4227
CNAG_06104T0	3018
CNAG_06105T0	3889
CNAG_06106T0	1704
CNAG_06107T0	1892
CNAG_06108T0	863
CNAG_06108T1	863
CNAG_06109T0	1818
CNAG_06109T1	1818
CNAG_06112T0	4050
CNAG_06113T0	1754
CNAG_06114T0	1823
CNAG_06115T0	2828
CNAG_06117T0	4014
CNAG_06117T1	4014
CNAG_06117T2	4014
CNAG_06118T0	4140
CNAG_06119T0	2454
CNAG_06120T0	1478
CNAG_06121T0	1242
CNAG_06121T1	1242
CNAG_06122T0	1204
CNAG_06123T0	4261
CNAG_06124T0	1271
CNAG_06124T1	1271
CNAG_06125T0	2316
CNAG_06126T0	1499
CNAG_06127T0	1606
CNAG_06128T0	1137
CNAG_06129T0	1345
CNAG_06130T0	1247
CNAG_06131T0	4594
CNAG_06132T0	1142
CNAG_06133T0	438
CNAG_06134T0	1932
CNAG_06135T0	1352
CNAG_06136T0	4833
CNAG_06137T0	717
CNAG_06138T0	3563
CNAG_06139T0	2756
CNAG_06140T0	968
CNAG_06141T0	871
CNAG_06142T0	2744
CNAG_06143T0	1806
CNAG_06144T0	928
CNAG_06145T0	3347
CNAG_06145T1	3347
CNAG_06147T0	1520
CNAG_06148T0	5182
CNAG_06149T0	2388
CNAG_06149T1	2388
CNAG_06150T0	3051
CNAG_06151T0	1594
CNAG_06152T0	1876
CNAG_06153T0	2002
CNAG_06154T0	2328
CNAG_06155T0	3311
CNAG_06156T0	4146
CNAG_06156T1	4146
CNAG_06157T0	3385
CNAG_06158T0	4708
CNAG_06159T0	1543
CNAG_06159T1	1543
CNAG_06160T0	5199
CNAG_06161T0	6592
CNAG_06161T1	6592
CNAG_06162T0	2821
CNAG_06163T0	3823
CNAG_06164T0	5330
CNAG_06165T0	6150
CNAG_06166T0	5421
CNAG_06167T0	2598
CNAG_06168T0	2032
CNAG_06169T0	3200
CNAG_06170T0	1374
CNAG_06172T0	2576
CNAG_06173T0	1658
CNAG_06174T0	7474
CNAG_06175T0	3691
CNAG_06178T0	5243
CNAG_06179T0	2416
CNAG_06180T0	1002
CNAG_06181T0	1594
CNAG_06182T0	3620
CNAG_06183T0	3404
CNAG_06184T0	2504
CNAG_06184T1	2504
CNAG_06185T0	1547
CNAG_06185T1	1547
CNAG_06186T0	2826
CNAG_06186T1	2826
CNAG_06186T2	2826
CNAG_06188T0	4873
CNAG_06189T0	658
CNAG_06190T0	1944
CNAG_06191T0	2655
CNAG_06192T0	5692
CNAG_06193T0	5155
CNAG_06194T0	2081
CNAG_06195T0	3180
CNAG_06196T0	1639
CNAG_06197T0	3703
CNAG_06199T0	5479
CNAG_06200T0	2458
CNAG_06200T1	2458
CNAG_06201T0	1858
CNAG_06202T0	2316
CNAG_06203T0	4656
CNAG_06203T1	4656
CNAG_06204T0	2142
CNAG_06205T0	2265
CNAG_06206T0	2234
CNAG_06207T0	678
CNAG_06208T0	2894
CNAG_06209T0	2406
CNAG_06213T0	3189
CNAG_06214T0	1440
CNAG_06215T0	1776
CNAG_06216T0	1258
CNAG_06217T0	2229
CNAG_06217T1	2229
CNAG_06218T0	2739
CNAG_06219T0	2595
CNAG_06220T0	1376
CNAG_06221T0	2632
CNAG_06222T0	1013
CNAG_06223T0	3599
CNAG_06224T0	1099
CNAG_06225T0	1125
CNAG_06226T0	882
CNAG_06227T0	4629
CNAG_06228T0	3549
CNAG_06229T0	1482
CNAG_06230T0	3279
CNAG_06231T0	1830
CNAG_06232T0	2159
CNAG_06232T1	2159
CNAG_06233T0	1337
CNAG_06234T0	450
CNAG_06235T0	1900
CNAG_06236T0	2385
CNAG_06237T0	1521
CNAG_06238T0	1771
CNAG_06239T0	2315
CNAG_06240T0	2478
CNAG_06241T0	2846
CNAG_06242T0	2327
CNAG_06243T0	1872
CNAG_06244T0	2848
CNAG_06245T0	925
CNAG_06246T0	2260
CNAG_06247T0	3961
CNAG_06248T0	5134
CNAG_06249T0	2186
CNAG_06249T1	2186
CNAG_06250T0	2729
CNAG_06251T0	3420
CNAG_06252T0	3034
CNAG_06253T0	2821
CNAG_06256T0	1632
CNAG_06259T0	2723
CNAG_06260T0	2304
CNAG_06263T0	1728
CNAG_06263T1	1728
CNAG_06265T0	2472
CNAG_06266T0	2445
CNAG_06267T0	2442
CNAG_06271T0	1362
CNAG_06272T0	1346
CNAG_06273T0	1261
CNAG_06274T0	740
CNAG_06276T0	4627
CNAG_06277T0	4449
CNAG_06278T0	5855
CNAG_06279T0	3981
CNAG_06280T0	3875
CNAG_06281T0	999
CNAG_06282T0	4391
CNAG_06283T0	2238
CNAG_06284T0	2442
CNAG_06285T0	700
CNAG_06286T0	969
CNAG_06287T0	1383
CNAG_06288T0	1475
CNAG_06289T0	2543
CNAG_06290T0	3749
CNAG_06290T1	3749
CNAG_06291T0	2252
CNAG_06292T0	3312
CNAG_06292T1	3222
CNAG_06292T2	3211
CNAG_06293T0	2194
CNAG_06294T0	1829
CNAG_06295T0	2585
CNAG_06295T1	1532
CNAG_06296T0	1515
CNAG_06296T1	1515
CNAG_06297T0	1032
CNAG_06298T0	1035
CNAG_06299T0	2199
CNAG_06300T0	3690
CNAG_06300T1	3690
CNAG_06301T0	3573
CNAG_06302T0	2064
CNAG_06302T1	2064
CNAG_06307T0	1187
CNAG_06308T0	1942
CNAG_06309T0	1808
CNAG_06310T0	6428
CNAG_06310T1	6428
CNAG_06310T2	6428
CNAG_06311T0	4008
CNAG_06311T1	4008
CNAG_06312T0	1246
CNAG_06312T1	1246
CNAG_06313T0	3701
CNAG_06313T1	2551
CNAG_06314T0	2663
CNAG_06315T0	1111
CNAG_06316T0	1051
CNAG_06317T0	4157
CNAG_06318T0	1686
CNAG_06319T0	1339
CNAG_06320T0	3778
CNAG_06321T0	2017
CNAG_06321T1	2017
CNAG_06322T0	2643
CNAG_06323T0	3306
CNAG_06324T0	1517
CNAG_06325T0	3511
CNAG_06326T0	2745
CNAG_06327T0	4081
CNAG_06327T1	4081
CNAG_06328T0	798
CNAG_06329T0	2376
CNAG_06330T0	1988
CNAG_06331T0	3120
CNAG_06332T0	3783
CNAG_06333T0	2622
CNAG_06333T1	2622
CNAG_06334T0	2445
CNAG_06335T0	3363
CNAG_06336T0	2688
CNAG_06337T0	3478
CNAG_06338T0	5783
CNAG_06339T0	3083
CNAG_06340T0	1901
CNAG_06341T0	1109
CNAG_06342T0	1365
CNAG_06343T0	1545
CNAG_06343T1	1545
CNAG_06344T0	2485
CNAG_06345T0	2934
CNAG_06346T0	1384
CNAG_06347T0	1882
CNAG_06348T0	5699
CNAG_06349T0	1996
CNAG_06350T0	1974
CNAG_06351T0	873
CNAG_06352T0	3777
CNAG_06352T1	3777
CNAG_06353T0	2158
CNAG_06354T0	2775
CNAG_06354T1	2775
CNAG_06355T0	1740
CNAG_06356T0	1831
CNAG_06357T0	2321
CNAG_06357T1	1592
CNAG_06358T0	1879
CNAG_06359T0	2004
CNAG_06360T0	1618
CNAG_06361T0	2242
CNAG_06362T0	8557
CNAG_06363T0	1955
CNAG_06364T0	3548
CNAG_06365T0	2054
CNAG_06366T0	1423
CNAG_06367T0	2518
CNAG_06368T0	1568
CNAG_06369T0	1838
CNAG_06370T0	2935
CNAG_06371T0	2786
CNAG_06372T0	2363
CNAG_06373T0	1401
CNAG_06374T0	2706
CNAG_06375T0	1715
CNAG_06376T0	4027
CNAG_06377T0	1707
CNAG_06378T0	881
CNAG_06379T0	3664
CNAG_06380T0	1730
CNAG_06381T0	4004
CNAG_06382T0	2517
CNAG_06383T0	1126
CNAG_06384T0	5394
CNAG_06385T0	1807
CNAG_06385T1	843
CNAG_06386T0	1144
CNAG_06387T0	3707
CNAG_06388T0	1135
CNAG_06389T0	1827
CNAG_06390T0	2554
CNAG_06391T0	1209
CNAG_06392T0	1341
CNAG_06393T0	1972
CNAG_06394T0	1101
CNAG_06395T0	889
CNAG_06395T1	889
CNAG_06396T0	928
CNAG_06399T0	2367
CNAG_06400T0	4237
CNAG_06401T0	3327
CNAG_06401T1	3327
CNAG_06401T2	3327
CNAG_06402T0	876
CNAG_06403T0	2510
CNAG_06404T0	831
CNAG_06405T0	3516
CNAG_06406T0	1876
CNAG_06406T1	1876
CNAG_06407T0	891
CNAG_06408T0	1533
CNAG_06409T0	2062
CNAG_06410T0	1254
CNAG_06411T0	2465
CNAG_06412T0	1335
CNAG_06413T0	2589
CNAG_06414T0	1784
CNAG_06415T0	3883
CNAG_06416T0	4002
CNAG_06417T0	924
CNAG_06418T0	1982
CNAG_06419T0	3467
CNAG_06420T0	1826
CNAG_06421T0	1584
CNAG_06422T0	1632
CNAG_06423T0	2402
CNAG_06424T0	1792
CNAG_06425T0	3373
CNAG_06426T0	908
CNAG_06427T0	2663
CNAG_06428T0	1752
CNAG_06431T0	2184
CNAG_06432T0	1956
CNAG_06433T0	2718
CNAG_06434T0	2481
CNAG_06435T0	3647
CNAG_06436T0	800
CNAG_06437T0	1216
CNAG_06438T0	2013
CNAG_06439T0	2122
CNAG_06440T0	5397
CNAG_06441T0	4247
CNAG_06443T0	2938
CNAG_06444T0	1235
CNAG_06445T0	2070
CNAG_06446T0	2345
CNAG_06447T0	1173
CNAG_06448T0	2079
