	Five_p_Score	Three_p_Score	150904CM018-A_end	150904CM018-B_end	150904CM018-W_end	150904CM763-A_end	150904CM763-B_end	150904CM763-W_end	150904CM764-A_end	150904CM764-B_end	150904CM018-A_total	150904CM018-B_total	150904CM018-W_total	150904CM763-A_total	150904CM763-B_total	150904CM763-W_total	150904CM764-A_total	150904CM764-B_total	Length	150904CM763-A_end_norm	150904CM764-A_end_norm
CNAG_01249T0-5	6.55520282187	12.8474833808	0	0	0	3	0	0	0	0	9.0	33.0	940.0	387.0	3467.0	92.0	330.0	514.0	3188	0.0130984797652	0.0
CNAG_01249T0-6	5.55664088997	11.6124270791	0	0	0	3	1	0	1	0	9.0	33.0	940.0	387.0	3467.0	92.0	330.0	514.0	3188	0.0130984797652	0.00190390651192
CNAG_01250T0-1	7.26213539547	13.0215167549	0	0	0	1	0	0	0	0	7.0	15.0	1173.0	102.0	629.0	72.0	106.0	151.0	3334	0.00802198009996	0.0
CNAG_01250T0-2	6.92790666124	12.848026048	0	0	0	0	0	0	1	0	7.0	15.0	1173.0	102.0	629.0	72.0	106.0	151.0	3334	0.0	0.00648084733196
CNAG_01251T0-1	5.4071360738	13.0371998372	0	0	0	17	3	0	9	1	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.220278484071	0.0471267798556
CNAG_01251T0-2	5.4071360738	10.7790530457	0	0	0	6	1	0	8	1	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.027439534348	0.0372359742069
CNAG_01251T0-3	5.05076651743	13.8867453534	0	0	0	15	3	0	12	0	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.171497089675	0.0837809419655
CNAG_01251T0-4	5.93124406458	8.60366300366	0	0	0	16	5	0	9	1	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.195125577586	0.0471267798556
CNAG_01251T0-5	5.75818749152	14.1332247999	0	0	0	14	2	0	4	1	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.149393020339	0.00930899355173
CNAG_01251T0-6	6.30443630444	11.4044227378	0	0	0	2	0	0	2	0	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.00304883714978	0.00232724838793
CNAG_01251T0-7	6.74215167549	9.83106769773	0	0	0	2	1	0	2	2	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.00304883714978	0.00232724838793
CNAG_01251T0-8	5.34288427622	11.5125220459	0	0	0	5	0	0	2	0	32.0	124.0	3562.0	855.0	6620.0	218.0	1202.0	1682.0	7032	0.0190552321861	0.00232724838793
CNAG_01252T0-1	5.84778184778	10.6951024284	0	0	0	37	2	0	25	1	7.0	22.0	1089.0	356.0	1694.0	39.0	531.0	602.0	1812	4.07776569425	1.01599662285
CNAG_01252T0-2	6.4741283408	12.6588522589	0	0	0	4	2	0	6	1	7.0	22.0	1089.0	356.0	1694.0	39.0	531.0	602.0	1812	0.0476583280555	0.0585214054759
CNAG_01252T0-3	7.05027811694	11.0073531407	0	0	0	4	1	0	3	0	7.0	22.0	1089.0	356.0	1694.0	39.0	531.0	602.0	1812	0.0476583280555	0.014630351369
CNAG_01253T0-1	6.46452313119	11.9247320581	0	0	0	10	1	0	3	0	11.0	21.0	2729.0	225.0	839.0	233.0	227.0	160.0	1007	0.601409473525	0.0550466970258
CNAG_01253T0-2	6.30156016823	12.4642517976	0	0	0	4	1	0	1	0	11.0	21.0	2729.0	225.0	839.0	233.0	227.0	160.0	1007	0.0962255157641	0.00611629966953
CNAG_01254T0-1	7.61112467779	13.1512142179	0	0	0	1	2	0	6	0	9.0	13.0	1820.0	198.0	1088.0	131.0	173.0	191.0	1411	0.00463770724529	0.184449665427
CNAG_01254T0-2	5.55078008411	13.2874236874	0	0	0	2	1	0	0	0	9.0	13.0	1820.0	198.0	1088.0	131.0	173.0	191.0	1411	0.0185508289812	0.0
CNAG_01254T0-3	6.86620539954	13.6477004477	0	0	0	4	0	0	2	0	9.0	13.0	1820.0	198.0	1088.0	131.0	173.0	191.0	1411	0.0742033159247	0.0204944072696
CNAG_01254T0-4	7.11002577669	13.2077601411	0	0	0	2	0	0	1	0	9.0	13.0	1820.0	198.0	1088.0	131.0	173.0	191.0	1411	0.0185508289812	0.00512360181741
CNAG_01255T0-1	7.05423958757	8.96345136345	0	0	0	0	0	0	0	0	17.0	51.0	5658.0	169.0	1179.0	270.0	160.0	235.0	2210	0.0	0.0
CNAG_01255T0-2	5.90850630851	13.5757427757	0	0	0	6	2	0	2	0	17.0	51.0	5658.0	169.0	1179.0	270.0	160.0	235.0	2210	0.154071007111	0.0166571565468
CNAG_01255T0-3	5.34288427622	13.5466015466	0	0	0	3	2	0	3	0	17.0	51.0	5658.0	169.0	1179.0	270.0	160.0	235.0	2210	0.0385177517777	0.0374786022303
CNAG_01255T0-4	5.55078008411	11.7207434541	0	0	0	4	3	0	3	0	17.0	51.0	5658.0	169.0	1179.0	270.0	160.0	235.0	2210	0.0684760031603	0.0374786022303
CNAG_01256T0-1	5.35162121829	9.54383394383	0	0	0	2	0	0	1	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0353472888468	0.0125462557324
CNAG_01256T0-10	5.35162121829	9.58019264686	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-2	7.28357075024	13.5317324651	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-3	6.88991995659	8.70128883462	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-4	6.18298738299	13.2017908018	0	0	0	0	0	0	0	1	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-5	6.09751729752	11.0636277303	0	0	0	1	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0088368222117	0.0
CNAG_01256T0-6	4.89008275675	11.3683896351	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-7	6.06349206349	13.5267941935	0	0	0	0	0	0	2	1	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0501850229295
CNAG_01256T0-8	4.59796499796	13.4037715371	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01256T0-9	5.17758784425	12.9268755935	0	0	0	0	0	0	0	0	4.0	4.0	165.0	77.0	571.0	15.0	85.0	78.0	4084	0.0	0.0
CNAG_01257T0-1	4.97115723782	13.0767602768	1	1	2	36	9	0	20	1	16.0	32.0	2597.0	581.0	2351.0	108.0	828.0	719.0	1542	2.78153544271	0.544427230668
CNAG_01257T0-2	5.84778184778	12.1672500339	0	0	1	14	7	0	15	0	16.0	32.0	2597.0	581.0	2351.0	108.0	828.0	719.0	1542	0.42066431078	0.306240317251
CNAG_01257T0-3	6.48861755528	8.98548365215	1	0	0	35	4	0	27	3	16.0	32.0	2597.0	581.0	2351.0	108.0	828.0	719.0	1542	2.62915194238	0.992218627892
CNAG_01258T0-1	6.80548093881	13.2442816443	0	0	0	3	2	0	4	0	17.0	79.0	3861.0	288.0	2479.0	206.0	340.0	556.0	4998	0.018318850079	0.0281613797734
CNAG_01258T0-2	5.22431149098	12.5231854565	0	0	0	8	2	0	7	0	17.0	79.0	3861.0	288.0	2479.0	206.0	340.0	556.0	4998	0.13026737834	0.086244225556
CNAG_01258T0-3	5.67711301045	13.9093203093	0	1	0	11	4	0	7	0	17.0	79.0	3861.0	288.0	2479.0	206.0	340.0	556.0	4998	0.246286762174	0.086244225556
CNAG_01261T0-1	5.51181657848	10.7816035816	0	0	0	119	30	0	102	9	68.0	277.0	14015.0	1449.0	8800.0	504.0	2030.0	2260.0	4908	8.11976530262	4.5050606557
CNAG_01261T0-2	6.19601139601	13.656003256	0	0	0	15	3	0	9	0	68.0	277.0	14015.0	1449.0	8800.0	504.0	2030.0	2260.0	4908	0.129012583369	0.0350740016448
CNAG_01261T0-3	7.87187627188	11.6124270791	0	0	0	23	6	0	22	1	68.0	277.0	14015.0	1449.0	8800.0	504.0	2030.0	2260.0	4908	0.303322918232	0.209577985137
CNAG_01261T0-4	5.01739248406	10.1201465201	1	0	0	7	2	0	8	1	68.0	277.0	14015.0	1449.0	8800.0	504.0	2030.0	2260.0	4908	0.0280960737115	0.027712791423
CNAG_01261T0-5	6.01231854565	12.7098629765	0	0	2	6	1	0	5	2	68.0	277.0	14015.0	1449.0	8800.0	504.0	2030.0	2260.0	4908	0.020642013339	0.0108253091496
CNAG_01262T0-1	5.88500881834	13.3169990503	0	0	0	0	0	0	0	0	2.0	9.0	1316.0	75.0	612.0	72.0	85.0	115.0	1484	0.0	0.0
CNAG_01262T0-2	7.26213539547	12.4181250848	0	0	0	0	0	0	0	0	2.0	9.0	1316.0	75.0	612.0	72.0	85.0	115.0	1484	0.0	0.0
CNAG_01262T0-3	6.69591642925	12.6948853616	0	0	0	2	0	0	2	0	2.0	9.0	1316.0	75.0	612.0	72.0	85.0	115.0	1484	0.0329792515221	0.0340385372913
CNAG_01263T0-1	8.37617690951	11.4518518519	0	0	0	13	1	0	7	0	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.566984379393	0.169440951976
CNAG_01263T0-2	6.00944240944	12.6177180844	0	0	0	4	2	0	3	0	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.0536789944987	0.0311218075058
CNAG_01263T0-3	7.10318816985	10.1611721612	0	0	1	8	0	0	1	1	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.214715977995	0.00345797861175
CNAG_01263T0-4	5.84778184778	12.5346900014	0	0	0	0	0	0	0	0	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.0	0.0
CNAG_01263T0-5	6.52622439289	10.4939356939	0	0	0	1	0	0	2	1	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.00335493715617	0.013831914447
CNAG_01263T0-6	4.89008275675	12.9107583774	0	0	0	2	0	0	1	1	6.0	33.0	2554.0	265.0	1504.0	159.0	264.0	283.0	3192	0.0134197486247	0.00345797861175
CNAG_01264T0-1	6.71686338353	13.7846696513	0	0	0	4	0	0	2	0	9.0	19.0	2368.0	147.0	862.0	281.0	110.0	132.0	1648	0.0936580136033	0.0296547862765
CNAG_01264T0-2	5.55664088997	12.3269569936	0	0	0	1	0	0	0	0	9.0	19.0	2368.0	147.0	862.0	281.0	110.0	132.0	1648	0.00585362585021	0.0
CNAG_01264T0-3	5.8265635599	11.1217473884	0	0	1	1	2	0	3	0	9.0	19.0	2368.0	147.0	862.0	281.0	110.0	132.0	1648	0.00585362585021	0.0667232691222
CNAG_01264T0-4	6.42838149505	12.3592999593	0	0	0	5	0	0	1	0	9.0	19.0	2368.0	147.0	862.0	281.0	110.0	132.0	1648	0.146340646255	0.00741369656913
CNAG_01265T0-1	7.76057522724	10.1270926604	0	0	0	0	0	0	0	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0	0.0
CNAG_01265T0-2	6.55031881699	11.4769773436	0	0	0	0	0	0	0	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0	0.0
CNAG_01265T0-3	6.86050739384	10.6589607923	0	0	0	0	0	0	0	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0	0.0
CNAG_01265T0-4	7.36697870031	13.7165649166	0	0	0	1	1	0	1	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0121003009182	0.0141827238714
CNAG_01265T0-5	5.35162121829	11.2025505359	0	0	0	1	0	0	0	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0121003009182	0.0
CNAG_01265T0-6	6.69765296432	13.19668973	0	0	0	1	0	0	0	0	4.0	8.0	537.0	84.0	417.0	44.0	61.0	69.0	1389	0.0121003009182	0.0
CNAG_01266T0-1	5.84778184778	10.6589607923	0	0	0	2	3	0	2	0	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.00572738420304	0.00492381357044
CNAG_01266T0-2	5.4071360738	12.7310812644	0	0	0	2	5	0	0	0	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.00572738420304	0.0
CNAG_01266T0-3	5.01739248406	10.1134174468	0	0	0	0	2	0	2	0	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.0	0.00492381357044
CNAG_01266T0-4	6.54624881292	10.4734771401	0	0	0	7	1	0	3	0	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.0701604564872	0.0110785805335
CNAG_01266T0-5	5.88500881834	13.4834350834	0	0	0	2	2	0	4	1	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.00572738420304	0.0196952542818
CNAG_01266T0-6	5.51181657848	10.9772893773	0	0	0	5	2	0	3	1	16.0	66.0	3619.0	389.0	3524.0	181.0	521.0	795.0	4007	0.035796151269	0.0110785805335
CNAG_01267T0-1	6.32370099037	13.772676706	0	0	0	10	0	0	3	0	4.0	7.0	902.0	235.0	1480.0	74.0	226.0	264.0	1242	0.340934154249	0.0333616345611
CNAG_01267T0-2	5.88500881834	12.7691765025	0	0	0	7	1	0	3	1	4.0	7.0	902.0	235.0	1480.0	74.0	226.0	264.0	1242	0.167057735582	0.0333616345611
CNAG_01267T0-3	6.5444037444	12.5479310813	0	0	0	1	1	0	0	1	4.0	7.0	902.0	235.0	1480.0	74.0	226.0	264.0	1242	0.00340934154249	0.0
CNAG_01268T0-1	6.51336318003	11.8754578755	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01268T0-2	6.13989960657	10.4511735178	0	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01268T0-3	6.71952245286	12.7272283272	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01268T0-4	6.44238230905	12.7905033238	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01268T0-5	6.71686338353	11.1507258174	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01268T0-6	6.01231854565	13.5840998508	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2252	0.0	0.0
CNAG_01270T0-1	4.59796499796	11.3979107312	0	0	0	68	16	0	32	1	21.0	95.0	6469.0	1090.0	5014.0	511.0	1255.0	1289.0	1704	4.65335002649	0.777420122464
CNAG_01270T0-2	5.61638854972	12.4659883327	0	0	0	12	4	0	14	1	21.0	95.0	6469.0	1090.0	5014.0	511.0	1255.0	1289.0	1704	0.144914014666	0.148803070315
CNAG_01270T0-3	5.88500881834	10.6087640754	0	0	0	11	0	0	8	1	21.0	95.0	6469.0	1090.0	5014.0	511.0	1255.0	1289.0	1704	0.121768026212	0.048588757654
CNAG_01271T0-1	6.44449871117	11.6113417447	0	0	0	10	1	1	5	0	8.0	15.0	1959.0	225.0	1390.0	142.0	233.0	253.0	1504	0.363009027545	0.0967003900322
CNAG_01271T0-2	5.4071360738	13.7581874915	0	0	0	1	0	0	1	1	8.0	15.0	1959.0	225.0	1390.0	142.0	233.0	253.0	1504	0.00363009027545	0.00386801560129
CNAG_01272T0-1	7.04441731108	12.652014652	0	0	0	2	0	0	2	0	18.0	34.0	3647.0	327.0	1970.0	163.0	346.0	404.0	1827	0.0102453309297	0.0096891875953
CNAG_01272T0-2	5.46970560304	12.7766110433	0	0	0	10	3	0	6	0	18.0	34.0	3647.0	327.0	1970.0	163.0	346.0	404.0	1827	0.256133273243	0.0872026883577
CNAG_01272T0-3	5.47019400353	10.2573870574	0	0	0	4	0	0	8	0	18.0	34.0	3647.0	327.0	1970.0	163.0	346.0	404.0	1827	0.0409813237188	0.155027001525
CNAG_01272T0-4	5.46970560304	12.8586080586	0	0	0	5	7	0	3	0	18.0	34.0	3647.0	327.0	1970.0	163.0	346.0	404.0	1827	0.0640333183106	0.0218006720894
CNAG_01273T0-1	6.36130782797	12.631013431	0	0	0	4	0	0	6	0	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	0.0653181292282	0.201313634837
CNAG_01273T0-2	6.09133089133	12.8554605888	0	0	0	4	2	0	3	0	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	0.0653181292282	0.0503284087093
CNAG_01273T0-3	6.56920363587	11.8729616063	0	0	0	4	3	0	5	0	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	0.0653181292282	0.139801135304
CNAG_01273T0-4	6.40553520554	13.2733686067	0	0	0	7	2	0	4	0	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	0.200036770761	0.0894727265943
CNAG_01273T0-5	4.97115723782	12.7093203093	0	0	0	2	4	0	3	1	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	0.016329532307	0.0503284087093
CNAG_01273T0-6	7.66164699498	12.491982092	0	0	0	23	8	0	11	0	14.0	29.0	2747.0	266.0	1236.0	464.0	195.0	175.0	1857	2.15958064761	0.67663749487
CNAG_01274T0-1	6.00944240944	13.6512277846	0	0	0	1	5	0	1	2	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.000435698599679	0.000466003784345
CNAG_01274T0-2	6.46512006512	13.5481752815	0	0	0	4	0	0	0	0	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.00697117759486	0.0
CNAG_01274T0-3	5.38499525166	12.6305250305	0	0	0	7	2	0	6	0	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.0213492313843	0.0167761362364
CNAG_01274T0-4	6.03158323158	12.9395197395	0	1	0	9	5	0	6	1	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.035291586574	0.0167761362364
CNAG_01274T0-5	5.01739248406	11.4411613078	0	1	0	12	7	0	4	0	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.0627405983537	0.00745606054953
CNAG_01274T0-6	5.67808981142	11.4042599376	0	0	0	7	3	0	2	1	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.0213492313843	0.00186401513738
CNAG_01274T0-7	5.22431149098	13.7718084385	0	0	0	1	2	0	0	0	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.000435698599679	0.0
CNAG_01274T0-8	5.22431149098	11.6052096052	0	0	0	17	3	0	7	0	44.0	160.0	6723.0	1465.0	11581.0	564.0	1401.0	2100.0	3800	0.125916895307	0.0228341854329
CNAG_01275T0-1	6.09133089133	12.2504951838	0	0	0	9	2	0	7	2	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.12776238328	0.113629832723
CNAG_01275T0-2	6.35560982228	11.0975444309	0	0	0	1	1	0	1	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.00157731337383	0.00231897617802
CNAG_01275T0-3	8.59915886583	10.9322479989	0	0	0	4	1	0	1	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.0252370139813	0.00231897617802
CNAG_01275T0-4	6.5444037444	13.6938814272	0	0	0	1	1	0	1	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.00157731337383	0.00231897617802
CNAG_01275T0-5	6.52410799077	11.1019400353	0	0	0	0	0	0	0	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.0	0.0
CNAG_01275T0-6	5.78032831366	11.4111518112	0	0	0	2	1	0	0	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.00630925349531	0.0
CNAG_01275T0-7	7.28042328042	11.2519332519	0	0	0	6	2	0	3	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.0567832814578	0.0208707856022
CNAG_01275T0-8	5.42395875729	12.7969610636	0	0	0	9	0	0	1	0	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.12776238328	0.00231897617802
CNAG_01275T0-9	6.59270112603	13.1377018044	0	0	0	7	11	0	14	1	8.0	29.0	1555.0	547.0	3199.0	99.0	378.0	422.0	2299	0.0772883553176	0.454519330892
CNAG_01276T0-1	7.81918328585	13.2032560033	0	0	0	0	0	0	0	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0	0.0
CNAG_01276T0-10	7.67819834487	10.9634513635	0	0	0	4	0	0	2	1	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0194256996453	0.00556818177596
CNAG_01276T0-11	5.59701533035	10.7786731787	0	0	0	3	0	0	3	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0109269560505	0.0125284089959
CNAG_01276T0-12	7.85597612264	12.9913987247	0	0	0	3	1	0	2	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0109269560505	0.00556818177596
CNAG_01276T0-13	6.7616334283	12.8107448107	0	0	0	2	4	0	4	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.00485642491134	0.0222727271038
CNAG_01276T0-14	5.22431149098	12.8481345815	0	0	0	4	5	0	4	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0194256996453	0.0222727271038
CNAG_01276T0-15	5.84778184778	12.7094831095	0	0	0	4	1	0	6	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0194256996453	0.0501136359837
CNAG_01276T0-16	6.61543888211	9.16016822683	0	0	0	3	1	0	3	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0109269560505	0.0125284089959
CNAG_01276T0-17	5.36502509836	13.2807488807	0	0	0	0	0	0	1	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0	0.00139204544399
CNAG_01276T0-2	5.49233482567	10.6697598698	0	0	0	3	1	0	1	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0109269560505	0.00139204544399
CNAG_01276T0-3	5.4071360738	13.8153303487	0	0	0	0	0	0	0	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0	0.0
CNAG_01276T0-4	7.03725410392	10.2987382987	0	0	0	0	1	0	0	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0	0.0
CNAG_01276T0-5	8.36011396011	11.3840184507	0	0	0	10	3	0	3	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.121410622783	0.0125284089959
CNAG_01276T0-6	6.87863247863	13.034703568	0	0	0	5	0	0	1	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0303526556958	0.00139204544399
CNAG_01276T0-7	5.61069054402	13.6409713743	0	0	0	1	0	0	0	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.00121410622783	0.0
CNAG_01276T0-8	6.05128205128	12.4913851581	0	0	0	3	2	0	1	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0109269560505	0.00139204544399
CNAG_01276T0-9	5.93124406458	11.5275539276	0	0	0	0	0	0	0	0	11.0	42.0	1267.0	591.0	4156.0	80.0	508.0	703.0	4665	0.0	0.0
CNAG_01277T0-1	5.80442273776	9.55387328721	0	0	0	6	3	0	2	0	17.0	73.0	6378.0	279.0	1850.0	344.0	412.0	497.0	2989	0.0981890364236	0.0078761202988
CNAG_01278T0-1	9.49048975716	12.3202821869	0	0	0	2	0	0	0	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.00532119745097	0.0
CNAG_01278T0-10	6.50408357075	11.3517297517	0	0	0	0	0	0	0	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0	0.0
CNAG_01278T0-11	6.7572378239	12.8028761362	0	0	0	6	2	0	3	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0478907770587	0.0114086418706
CNAG_01278T0-12	5.36502509836	12.7433455433	0	0	0	5	1	0	9	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0332574840685	0.102677776836
CNAG_01278T0-13	6.32272418939	10.7366707367	0	0	0	3	1	0	1	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0119726942647	0.00126762687451
CNAG_01278T0-2	7.24477004477	12.8413512414	0	0	0	1	0	0	0	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.00133029936274	0.0
CNAG_01278T0-3	9.49048975716	12.3202821869	0	0	0	0	0	0	2	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0	0.00507050749806
CNAG_01278T0-4	5.90850630851	12.5300230634	0	0	0	3	1	0	4	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0119726942647	0.0202820299922
CNAG_01278T0-5	7.13482566816	10.6502238502	0	0	0	2	2	0	3	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.00532119745097	0.0114086418706
CNAG_01278T0-6	5.44609957943	13.339031339	0	0	0	6	4	0	6	1	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0478907770587	0.0456345674825
CNAG_01278T0-7	7.15045448379	13.5598426265	0	0	0	3	1	0	2	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0119726942647	0.00507050749806
CNAG_01278T0-8	5.46970560304	12.693637227	0	0	0	0	1	0	0	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0	0.0
CNAG_01278T0-9	6.59270112603	12.6241215575	0	0	0	3	1	0	1	0	8.0	43.0	879.0	532.0	3793.0	73.0	568.0	772.0	6486	0.0119726942647	0.00126762687451
CNAG_01279T0-1	4.89008275675	10.5345814679	0	0	0	2	2	0	1	0	8.0	18.0	485.0	310.0	1507.0	84.0	187.0	209.0	3180	0.0133930337966	0.00468233467524
CNAG_01279T0-2	6.63578890246	13.2214353548	1	0	0	4	0	0	3	0	8.0	18.0	485.0	310.0	1507.0	84.0	187.0	209.0	3180	0.0535721351865	0.0421410120772
CNAG_01279T0-3	5.38499525166	11.3458689459	0	0	0	7	0	0	2	0	8.0	18.0	485.0	310.0	1507.0	84.0	187.0	209.0	3180	0.164064664009	0.018729338701
CNAG_01279T0-4	6.4881291548	10.8468864469	0	0	0	33	3	0	8	0	8.0	18.0	485.0	310.0	1507.0	84.0	187.0	209.0	3180	3.64625345113	0.299669419215
CNAG_01279T0-5	5.07290733957	10.7021028354	1	0	0	5	4	0	0	0	8.0	18.0	485.0	310.0	1507.0	84.0	187.0	209.0	3180	0.0837064612289	0.0
CNAG_01282T0-1	5.67711301045	13.3951973952	0	0	0	8	0	0	0	0	10.0	25.0	1064.0	169.0	1287.0	71.0	131.0	254.0	3166	0.250919060532	0.0
